"Id","SalePrice"
1769,221741.812068957
1770,161261.91646699
1771,113370.453072073
1772,124121.587091625
1773,111810.929175132
1774,171421.204367194
1775,138723.088522234
1776,117391.166009689
1777,105386.282277362
1778,135750.982857683
1779,95019.5802401917
1780,206268.289153775
1781,115742.763417165
1782,46456.2663923561
1783,142302.89488485
1784,83601.6793733035
1785,102763.200417454
1786,113713.5784622
1787,181049.156438811
1788,0
1789,113024.790404884
1790,63256.424728068
1791,196531.462797117
1792,159544.710719531
1793,177862.500978201
1794,174882.03023482
1795,146346.997787364
1796,127733.442553996
1797,146377.602568662
1798,103647.651264296
1799,102966.410095258
1800,99247.2052254407
1801,92038.5205368384
1802,166038.604355656
1803,162680.187613942
1804,146549.05785139
1805,155910.522470093
1806,141872.424722603
1807,152072.239589615
1808,127848.438458724
1809,94660.6619332649
1810,128079.217390753
1811,48555.7227243131
1812,83076.147121169
1813,106883.687229234
1814,88444.4270483729
1815,965.037730824635
1816,92078.7057147167
1817,86024.7767926827
1818,123589.35660954
1819,150204.173341656
1820,59050.4686690777
1821,122589.729254882
1822,176395.110889718
1823,16895.0993176432
1824,148021.423273906
1825,118030.176867577
1826,110751.483656114
1827,117811.907232467
1828,121724.673877823
1829,172489.94931599
1830,143401.683804825
1831,163521.872315505
1832,79975.8942699643
1833,125332.499043616
1834,133508.06594807
1835,163708.867810418
1836,127499.695857164
1837,62704.5611789477
1838,130159.707439825
1839,83336.150030967
1840,125984.764983077
1841,132499.460919059
1842,92149.9552011626
1843,139233.590831801
1844,162374.84138104
1845,124448.16975842
1846,178573.971620639
1847,139605.672005798
1848,0
1849,77262.1192685495
1850,108696.567857294
1851,138416.036579943
1852,131344.583154749
1853,126830.102227608
1854,198266.448288751
1855,172412.506955312
1856,224295.603087984
1857,145275.093140306
1858,109198.043471093
1859,106373.352825437
1860,186546.655225312
1861,106365.266154665
1862,279583.274705229
1863,276704.419910216
1864,276731.620530088
1865,319292.418415885
1866,330192.92635315
1867,265329.620683162
1868,304888.602480677
1869,228207.04939513
1870,265996.463669928
1871,269032.817156909
1872,176020.517748175
1873,231321.13277413
1874,132031.60565072
1875,215362.6193513
1876,193918.993152255
1877,225970.122394186
1878,223482.443601936
1879,130449.834449007
1880,138015.974574432
1881,248269.956303197
1882,248989.162382775
1883,0
1884,199475.295597206
1885,276766.10556909
1886,283038.063960058
1887,237474.257937431
1888,289469.730147972
1889,176378.89549806
1890,91161.1502120565
1891,163471.60765244
1892,79143.0941554964
1893,119252.282193548
1894,106974.255034923
1895,141327.642085374
1896,132120.045608316
1897,136900.099988427
1898,140166.949747355
1899,172359.611256366
1900,170482.309246494
1901,154089.13620077
1902,144545.239433548
1903,195492.005239469
1904,120115.995454252
1905,182875.953900638
1906,147034.657877596
1907,214578.422450588
1908,163332.171714258
1909,171564.003428085
1910,159393.006084539
1911,198084.542114344
1912,261442.155618602
1913,148064.837254016
1914,66998.612181224
1915,274394.913397094
1916,17225.5036179033
1917,262054.899126415
1918,171392.351267141
1919,202986.673062324
1920,149723.033066495
1921,341298.36934576
1922,312074.138763327
1923,191633.271779268
1924,251199.082352656
1925,192949.065624345
1926,344532.539015138
1927,132298.614074772
1928,175340.893994252
1929,119524.00124309
1930,142695.164080023
1931,157655.346521428
1932,138247.382454667
1933,150342.286137166
1934,183758.051154004
1935,187000.238239367
1936,177085.462177903
1937,186060.195761227
1938,154747.607002615
1939,247397.136486096
1940,213870.360058624
1941,175999.883650421
1942,176064.089418702
1943,232073.374888383
1944,267073.709513796
1945,335750.270059798
1946,200327.323260755
1947,298675.789219543
1948,197078.534409277
1949,232787.407131649
1950,213147.846407071
1951,278374.450753569
1952,253504.286510699
1953,215966.942894261
1954,206512.175251278
1955,123906.373142886
1956,273622.427517737
1957,183263.877877355
1958,292102.512308177
1959,125420.274348913
1960,90333.49060825
1961,124064.975638045
1962,143811.12547731
1963,160758.099406496
1964,117808.546862948
1965,149122.957082484
1966,180932.918140408
1967,285671.62507956
1968,345366.870355721
1969,344654.6001797
1970,334208.435110053
1971,368495.302761111
1972,324797.553035743
1973,255391.878702862
1974,276649.650662318
1975,414394.630085369
1976,308355.307443931
1977,328440.950704772
1978,288486.520060044
1979,320609.423414338
1980,221470.75408559
1981,347990.308796321
1982,255334.614736502
1983,244966.398154587
1984,185378.920596785
1985,253196.039783511
1986,247207.64952354
1987,209292.306528805
1988,173741.828651305
1989,204218.597562216
1990,213193.580765321
1991,239367.863849184
1992,243471.416820255
1993,0
1994,222779.687041643
1995,197317.46064295
1996,290878.98615683
1997,302413.238319225
1998,318630.907207838
1999,234875.251857639
2000,279011.161846753
2001,252189.42527293
2002,258422.105151548
2003,268084.789372678
2004,277973.669338294
2005,0
2006,232647.517863853
2007,281666.155428115
2008,224501.548538372
2009,168622.383614972
2010,200509.12322865
2011,145559.190441722
2012,195351.070510691
2013,162478.932929998
2014,177719.56291388
2015,206878.444413304
2016,166265.47321202
2017,194216.387980587
2018,125228.199741323
2019,149219.142969789
2020,117500.296452956
2021,107821.966111538
2022,218646.336564308
2023,143957.681376716
2024,217954.786594975
2025,315139.111829268
2026,192177.831409296
2027,157929.49488447
2028,180511.223558248
2029,170337.978228629
2030,297860.615396292
2031,289125.60182929
2032,277698.436349475
2033,293595.681157711
2034,195719.025393832
2035,233929.179228901
2036,244862.938891763
2037,247568.344633323
2038,274388.100589732
2039,245923.611181361
2040,331792.16535139
2041,269824.047277986
2042,0
2043,173122.70683171
2044,186399.988234589
2045,214909.77328959
2046,138256.804387061
2047,129295.060639308
2048,150457.093636347
2049,141486.862746972
2050,184204.832795018
2051,80322.7254768628
2052,125520.484832672
2053,144004.876302022
2054,59829.230495182
2055,147497.229050362
2056,128329.409092394
2057,117751.590717373
2058,209972.78355275
2059,148884.862717595
2060,146743.129654912
2061,212151.603786475
2062,117939.484916248
2063,101723.360486599
2064,133516.86660093
2065,130082.53216371
2066,192966.93021377
2067,104928.191266624
2068,141307.626178708
2069,54400.655903988
2070,97280.2612474521
2071,91663.4827259693
2072,164302.218159509
2073,155299.188928159
2074,225518.503831378
2075,172167.288966534
2076,133303.014750675
2077,115799.655009166
2078,112616.965248481
2079,145754.171815613
2080,124171.611309651
2081,132229.592722798
2082,105210.357061197
2083,123505.940008486
2084,97158.4107182658
2085,107544.512107325
2086,133899.549206329
2087,135748.311986526
2088,119775.418898291
2089,90396.2999426944
2090,140277.405486447
2091,75245.8091357089
2092,108908.82572805
2093,116131.103018683
2094,165857.196317553
2095,176212.813470668
2096,87646.744176077
2097,93211.667016962
2098,152173.422784476
2099,13847.8615692609
2100,40668.8710646448
2101,143930.307299154
2102,147857.153684073
2103,108216.193739826
2104,125017.569690905
2105,103803.579364519
2106,37962.2663316675
2107,209656.617524841
2108,115051.732948601
2109,95279.0050266827
2110,142009.424673516
2111,150802.081752587
2112,115295.805618734
2113,121806.075584887
2114,135783.231454653
2115,159569.191718104
2116,149440.662886985
2117,153640.436859534
2118,134704.626707873
2119,122734.151521544
2120,121974.330069934
2121,0
2122,68082.1759172993
2123,95121.3710503358
2124,183197.763435001
2125,120708.679305216
2126,161140.885511559
2127,149220.741442525
2128,117956.963722559
2129,135937.44264166
2130,127634.741381619
2131,163853.549440694
2132,127683.239548883
2133,159824.251619119
2134,134112.350521558
2135,125166.445578569
2136,25582.4127216258
2137,119708.349100008
2138,137671.734417982
2139,186397.905581241
2140,142349.232005322
2141,174766.991357134
2142,129040.433490383
2143,140266.582218053
2144,145172.247627412
2145,136972.514876852
2146,176795.656131851
2147,177596.486482555
2148,139322.722692879
2149,156342.890613337
2150,239836.599442555
2151,157170.242978674
2152,167939.896141682
2153,145953.486099361
2154,102944.797201218
2155,153392.942912307
2156,201311.180180443
2157,259025.315278864
2158,210481.982987389
2159,198049.75822677
2160,201659.44756339
2161,274685.442931067
2162,370531.329527605
2163,347503.453634468
2164,284087.60770773
2165,185288.865004421
2166,152684.436868423
2167,243114.221914634
2168,177885.274036587
2169,196856.408217626
2170,206463.272759708
2171,156142.579856057
2172,155423.151863316
2173,146357.751104462
2174,219651.242725405
2175,307818.201744089
2176,306331.78897811
2177,207343.115795375
2178,239435.069073117
2179,182689.969494712
2180,227211.355339763
2181,203369.224172353
2182,233410.206779652
2183,200094.768992524
2184,128273.500736066
2185,144276.934307219
2186,185964.530357777
2187,184724.726101228
2188,172829.160565249
2189,169054.721050802
2190,36268.1506698674
2191,39613.1147726443
2192,69253.6789025394
2193,101792.017865218
2194,78553.3187536529
2195,96320.3117779452
2196,63378.0347981803
2197,98456.3865583967
2198,176114.158133339
2199,181020.991012669
2200,136386.865633849
2201,175631.606736819
2202,212083.475432926
2203,151907.172791932
2204,141364.025275778
2205,100799.438512475
2206,154103.884431921
2207,216337.059513641
2208,219827.345371311
2209,194199.42186005
2210,165921.729995947
2211,145890.257031281
2212,140512.850058859
2213,78065.3229683802
2214,113896.180752231
2215,107457.042825066
2216,119445.400561291
2217,142.520525124441
2218,54633.9286008318
2219,79092.3675679971
2220,66554.9129371582
2221,274960.275310142
2222,246576.805268509
2223,275013.749111031
2224,229653.333704728
2225,107524.201903995
2226,173886.214137736
2227,236181.844823657
2228,273599.782590965
2229,241605.734127852
2230,131510.213985277
2231,209757.247341183
2232,201681.323769956
2233,217691.499352152
2234,270402.156261188
2235,200573.813302441
2236,265025.289212342
2237,322992.068092155
2238,257173.083745228
2239,109559.824993569
2240,184329.981516272
2241,140262.717261227
2242,136058.325966086
2243,117918.82882273
2244,94486.6022796159
2245,86873.5420506623
2246,131084.120112797
2247,128780.403336188
2248,127889.853050286
2249,126887.228168328
2250,140225.456148525
2251,128784.105877738
2252,204646.425704916
2253,161874.939899686
2254,175727.841796652
2255,196642.286963309
2256,185183.916749165
2257,182751.863678612
2258,192398.393062362
2259,182347.754927204
2260,189341.260292983
2261,212897.465118314
2262,239676.610047991
2263,277078.685113556
2264,402009.296294598
2265,197575.792126175
2266,286145.51374364
2267,341056.24938976
2268,354212.415356442
2269,168173.700598659
2270,224652.47484387
2271,231172.00458305
2272,233875.031717142
2273,185690.551152385
2274,216634.951027171
2275,196498.226179719
2276,227473.340411035
2277,179941.819721527
2278,150504.429706595
2279,126624.678866156
2280,93898.9812352345
2281,186175.856554415
2282,198989.37126611
2283,156468.46664361
2284,135489.950861353
2285,171818.633982814
2286,118051.038749798
2287,332987.004131602
2288,278618.539569161
2289,301228.143937951
2290,345958.709042121
2291,266324.873223886
2292,382503.720807115
2293,374491.300439171
2294,318826.597653667
2295,408694.393557796
2296,248734.101965037
2297,281985.224209961
2298,322979.845328901
2299,295493.055665499
2300,289811.815887638
2301,275798.355920115
2302,252476.998065951
2303,249987.574941229
2304,241755.211367829
2305,206791.363385141
2306,209049.427089973
2307,215090.683352399
2308,249880.817643985
2309,304170.408215515
2310,243218.655798462
2311,237854.536602975
2312,0
2313,178864.275521888
2314,192046.962770262
2315,177192.041382843
2316,190662.746204952
2317,192397.718110555
2318,165335.070194668
2319,189321.964086047
2320,196043.656801615
2321,274242.573607597
2322,211323.912908721
2323,207064.377425201
2324,198063.35787992
2325,220820.9596578
2326,0
2327,199686.810846993
2328,217424.929121828
2329,182356.348136759
2330,193689.838930937
2331,319429.35872265
2332,311972.755145772
2333,279298.444867178
2334,238587.920377679
2335,247681.250447954
2336,299446.256600831
2337,200367.218516125
2338,292075.593634713
2339,260765.438340823
2340,381141.021025959
2341,0
2342,250847.750596484
2343,239498.462924144
2344,217699.386989103
2345,239995.583401059
2346,224259.252963101
2347,198952.809160229
2348,226174.213749466
2349,136266.190605478
2350,0
2351,243575.961380984
2352,282154.967254621
2353,224273.119136458
2354,133192.373212319
2355,158899.366777206
2356,160589.796667664
2357,208167.606391917
2358,173440.671334297
2359,168792.250244524
2360,116775.946265166
2361,143439.388992993
2362,233216.082124803
2363,147963.158041115
2364,213790.75640644
2365,251491.179807746
2366,218087.177536736
2367,226673.669043614
2368,221402.532743256
2369,0
2370,189630.242593016
2371,169062.033855864
2372,201740.534338934
2373,255570.405004418
2374,261862.267195458
2375,242464.128126962
2376,276903.536211691
2377,303633.578856408
2378,152397.690229572
2379,201146.661355022
2380,169605.00717013
2381,180618.572910919
2382,213570.243299411
2383,225059.777726424
2384,232878.021995076
2385,185620.224096569
2386,151708.156411026
2387,126451.769877081
2388,95054.0376161341
2389,136018.184643873
2390,145697.741423959
2391,153011.487433212
2392,102224.228626436
2393,210096.989673406
2394,169089.528871908
2395,192042.293770216
2396,160083.806322241
2397,221025.233234162
2398,147946.190649529
2399,27010.5348795592
2400,17285.5023626478
2401,121792.811004851
2402,118235.973421515
2403,154434.033444754
2404,151596.300312257
2405,187870.568276385
2406,156413.853386051
2407,116780.204899865
2408,137041.238907264
2409,124414.429734399
2410,220875.251029378
2411,109451.881592338
2412,152408.734528886
2413,112199.572629768
2414,130631.049653205
2415,144976.204255537
2416,150198.572744739
2417,128351.416821883
2418,127917.135892562
2419,82423.6705872995
2420,140944.835114428
2421,109468.454368062
2422,108834.871804216
2423,92451.1940701637
2424,153487.02272234
2425,160128.986596384
2426,128758.200234826
2427,99176.1883446666
2428,230506.190604586
2429,108358.677935159
2430,148829.276646898
2431,115463.867277368
2432,130121.776955158
2433,128199.527392308
2434,119451.050212999
2435,153720.995417586
2436,81799.8201505735
2437,104616.907232121
2438,125856.126263875
2439,125390.312967223
2440,141209.354654318
2441,121744.170565929
2442,125236.209145745
2443,151751.370460851
2444,153258.347830569
2445,65490.6748910008
2446,94779.2598546456
2447,208450.365662218
2448,136367.6921122
2449,119311.479715686
2450,165900.583429203
2451,129936.696661627
2452,195880.943604839
2453,55813.0088590157
2454,90147.3739357889
2455,129336.191454915
2456,110983.567753184
2457,116528.815208375
2458,144971.854834597
2459,96014.6204688697
2460,160510.208003382
2461,92937.0605857338
2462,135038.198715295
2463,116170.56908382
2464,145615.003448063
2465,137818.696324101
2466,112028.423189001
2467,192779.68653601
2468,89289.3015163915
2469,97554.7064815792
2470,175099.56540629
2471,215866.540275724
2472,165320.767494558
2473,97679.658885534
2474,71991.4579706779
2475,233905.203436253
2476,108751.749793552
2477,120290.216595963
2478,169940.855057568
2479,109480.840250885
2480,158580.724063517
2481,134343.76463055
2482,144396.768787078
2483,111610.001997666
2484,145026.209110506
2485,115573.982095268
2486,147922.299082225
2487,173793.2164005
2488,192079.164197523
2489,188936.526263917
2490,172298.033944375
2491,70741.0353640611
2492,186346.044198314
2493,151035.599556895
2494,151965.477093632
2495,70662.3224513315
2496,215395.497239949
2497,149260.13135893
2498,104566.681621589
2499,73501.5848583302
2500,122618.507407972
2501,116453.96115593
2502,150059.734531171
2503,73359.7129443284
2504,183403.927304617
2505,212335.412197208
2506,283636.570836262
2507,265293.260838375
2508,283949.293673437
2509,237813.194178889
2510,252352.838904611
2511,195824.504537598
2512,195122.746828176
2513,224815.000752661
2514,263433.099610333
2515,147802.604137008
2516,171681.653407687
2517,133797.018535078
2518,146653.291540061
2519,215068.061544899
2520,223154.075366453
2521,186144.135908666
2522,227249.425646432
2523,135899.818416458
2524,158895.930668393
2525,155293.530155567
2526,137213.119565763
2527,115241.276528682
2528,130166.4730534
2529,149307.610591404
2530,119783.392620508
2531,249636.626719463
2532,211468.359831269
2533,210883.973509122
2534,274053.638043543
2535,277515.185665133
2536,248569.535633812
2537,269901.971617072
2538,185235.536088166
2539,207946.982214174
2540,186328.05293777
2541,201981.91464207
2542,135383.036060821
2543,156194.933688676
2544,102185.230159992
2545,135965.171767217
2546,159817.929152317
2547,179731.037855151
2548,108238.433166333
2549,141969.16197675
2550,557437.193051216
2551,161771.538631394
2552,125060.078170169
2553,42938.2598852948
2554,92160.582985961
2555,152780.636955622
2556,92493.9006408664
2557,108097.212186292
2558,96493.679935542
2559,110116.04770828
2560,162255.210743451
2561,172089.217620266
2562,135344.820013612
2563,147603.531173674
2564,205287.371196078
2565,119229.362769792
2566,110615.002504017
2567,117167.851670094
2568,238328.21309008
2569,207842.699639822
2570,164078.155542403
2571,138875.227198297
2572,218484.060609671
2573,263662.249652809
2574,220504.676018352
2575,140566.199525214
2576,102622.51625772
2577,0
2578,92724.1263711546
2579,6602.51957652688
2580,105022.652891165
2581,118106.333320852
2582,134457.67680293
2583,288660.502616077
2584,187440.693495462
2585,202293.26637967
2586,233664.727349156
2587,230690.454599836
2588,170734.801660572
2589,185115.57849361
2590,255967.112435612
2591,241879.091193705
2592,210118.781897235
2593,0
2594,201293.612507884
2595,235891.870235271
2596,334759.293152215
2597,194493.185098847
2598,228760.354240812
2599,335777.16085543
2600,125181.02729906
2601,165420.681450551
2602,72541.5830146155
2603,79177.9010696949
2604,65268.8038303424
2605,71001.2543716886
2606,167751.276474493
2607,248618.473945596
2608,226090.377367932
2609,142637.519707213
2610,101935.275732506
2611,128815.429647214
2612,158056.249382332
2613,133098.376266689
2614,125242.852550235
2615,168644.529754969
2616,178048.649695859
2617,196326.302987995
2618,267753.410283039
2619,230255.419036451
2620,197147.2925112
2621,172822.000547235
2622,182781.275748254
2623,243944.8129788
2624,262032.081726037
2625,244246.530585566
2626,192047.697777259
2627,213501.825858012
2628,337820.947714468
2629,354358.134172952
2630,297351.790046085
2631,381706.386388108
2632,321938.7909262
2633,302573.306679509
2634,364213.461124084
2635,192540.974166403
2636,211443.919973788
2637,236615.161606964
2638,214689.037120121
2639,191788.064374632
2640,185964.224322954
2641,99700.7629609071
2642,195558.709588658
2643,161679.656849739
2644,145212.606722735
2645,140351.400206101
2646,145715.367453755
2647,161715.137808174
2648,174307.817178334
2649,126885.834202146
2650,159623.800968199
2651,159616.430183804
2652,322439.397342941
2653,275610.935140937
2654,236248.363386083
2655,355897.509331151
2656,307954.262891855
2657,312071.123939942
2658,0
2659,255910.553207566
2660,283560.516662017
2661,337828.563107929
2662,349192.993816563
2663,283626.921814548
2664,291469.175432462
2665,334749.718103521
2666,308848.897025514
2667,174117.870237212
2668,186362.636057497
2669,178994.504434134
2670,265112.776100319
2671,189376.358500011
2672,215585.488849473
2673,227512.590818146
2674,228122.488574089
2675,194269.29007376
2676,204598.790764478
2677,186132.885107393
2678,226889.614351605
2679,275261.645569312
2680,270249.958471364
2681,348547.692389512
2682,288249.831234979
2683,361513.542199801
2684,286006.128365012
2685,290154.491899817
2686,251033.1949078
2687,0
2688,237244.301891577
2689,222532.966115801
2690,322898.315895559
2691,161854.962771354
2692,133947.813136395
2693,212586.3732742
2694,137557.450437455
2695,201190.141502902
2696,193437.573102633
2697,166734.553893165
2698,179666.885264189
2699,179682.664272471
2700,167100.81079472
2701,156895.973567323
2702,125478.89596582
2703,132130.175066721
2704,164198.907664379
2705,114336.149104076
2706,111548.04444586
2707,131616.204382941
2708,120139.558924228
2709,95473.051359828
2710,130268.521775934
2711,296677.221814474
2712,331291.663765359
2713,202711.191400058
2714,177270.74194676
2715,182821.788202443
2716,176313.369850868
2717,173941.4038508
2718,238993.632412048
2719,158692.984431719
2720,203382.531870701
2721,137224.446837273
2722,141879.594837846
2723,201747.351910668
2724,119738.241844281
2725,126960.968314415
2726,126070.936087683
2727,196780.346773529
2728,177910.924374245
2729,135813.615352919
2730,124386.027905651
2731,151355.257043367
2732,117834.37962443
2733,171529.54468044
2734,133363.951382309
2735,123243.760764405
2736,126604.114528828
2737,116882.89508023
2738,137567.208231308
2739,196100.014529601
2740,164704.85093721
2741,128756.127338201
2742,198217.40901993
2743,147830.99364616
2744,173218.453205395
2745,166450.711578921
2746,134456.151919191
2747,164840.614947176
2748,107753.509924791
2749,124621.078128528
2750,109320.098573562
2751,129897.712728635
2752,237630.300012184
2753,151982.400608486
2754,232179.700762693
2755,137177.027692368
2756,66021.9333766628
2757,62648.7912671485
2758,81653.6261155366
2759,154000.037570687
2760,113482.747861514
2761,186216.950689419
2762,160794.995639858
2763,225954.161877903
2764,167794.157564824
2765,259503.390874885
2766,89798.9653297118
2767,45230.7132541923
2768,99449.2912593709
2769,117758.932003792
2770,184062.472295201
2771,107592.671505836
2772,104345.363817418
2773,134839.188385054
2774,121999.714266199
2775,105546.949507131
2776,166060.84198233
2777,181296.503449481
2778,160385.850779946
2779,90383.2734771202
2780,127593.80825972
2781,96714.3550754742
2782,64880.8531203999
2783,43561.8256318572
2784,124737.642846352
2785,119360.90171332
2786,44051.3190666331
2787,125496.556935048
2788,47838.5180717723
2789,193756.491029036
2790,73043.2594317335
2791,120801.379436144
2792,30481.8280259204
2793,157622.647105857
2794,47018.8886030114
2795,106847.951422948
2796,105105.99940268
2797,191871.727530727
2798,93213.6074576923
2799,108528.617257447
2800,74959.4206268665
2801,128895.675007246
2802,118921.91778656
2803,170529.528697911
2804,118159.525611926
2805,91349.1129571213
2806,94169.0796098311
2807,179255.371828366
2808,178326.40740972
2809,139930.672051243
2810,119178.249209625
2811,177085.711048024
2812,190867.393836989
2813,157198.270781253
2814,161724.926707677
2815,120350.824119013
2816,245726.214222288
2817,163097.948539158
2818,138007.034374335
2819,158634.994406343
2820,127174.875074028
2821,134100.794842226
2822,187338.520737558
2823,244331.094852635
2824,185374.915562697
2825,143600.334650663
2826,130899.095858062
2827,133908.167391598
2828,190077.59565771
2829,217339.740824789
2830,216587.748410625
2831,203705.696288314
2832,222403.518782555
2833,279556.022184086
2834,197022.086302605
2835,228865.720605612
2836,216919.604989329
2837,186009.084685537
2838,141882.867192435
2839,191563.205529571
2840,208637.58950113
2841,197354.534598077
2842,224411.041065777
2843,154966.878263194
2844,201510.640540202
2845,111421.52850408
2846,214455.13966002
2847,195707.647315499
2848,251672.983663292
2849,186546.306676793
2850,279514.17451909
2851,215931.464796325
2852,247663.841744822
2853,220424.335935039
2854,181393.560206401
2855,212135.323347203
